KECAMATAN;KABUPATEN/KOTA;PROVINSI;X;Y
;;;98.15997885850;2.11365485515
;;Jawa Timur;112.87516328200;-7.57181786179
;;Sumatera Barat;100.08886907900;-0.86685097989
;;Maluku;127.57080938500;-5.50507809833
;;Maluku Utara;128.79692245700;0.57287526006
;Serdang Bedagai;Sumatera Utara;99.49829834520;3.77518744323
;Bengkulu Utara;Bengkulu;101.04360676400;-4.00390709190
;Belitung Timur;Kepulauan Bangka Belitung;108.05138021700;-3.79683461675
;Natuna;Kepulauan Riau;108.96481355600;2.02214682318
;Tulungagung;Jawa Timur;111.77438103500;-8.35916471708
;Blitar;Jawa Timur;112.25198781000;-8.34032537736
;Mempawah;Kalimantan Barat;108.65019570400;0.20872461257
;Paser;Kalimantan Timur;116.55040922200;-2.20423833455
;Minahasa Selatan/Bolaang Mongondwo Timur;Sulawesi Utara;124.46146388600;0.75338719292
;Bolaang Mongondow Utara;Sulawesi Utara;123.10609430400;1.04507807588
;Kota Palopo;Sulawesi Selatan;120.20169401500;-2.95912027037
;Boalemo;Gorontalo;122.11923296500;0.40668348197
;Pahuwato;Gorontalo;121.47208549600;0.47287850618
;Kepulauan Tanimbar;Maluku;126.66071576400;-6.63681730900
Wuyuneri;Puncak Jaya;Papua Tengah;137.94641439300;-3.74075148614
Bakongan;Aceh Selatan;Aceh;97.45797144850;2.96197467416
Kluet Utara;Aceh Selatan;Aceh;97.34523785480;3.12226660324
Kluet Selatan;Aceh Selatan;Aceh;97.43605457080;3.03650920802
Labuhanhaji;Aceh Selatan;Aceh;97.06900730270;3.62090358073
Meukek;Aceh Selatan;Aceh;97.16857388310;3.56827632956
Samadua;Aceh Selatan;Aceh;97.19180239290;3.33797423537
Sawang;Aceh Selatan;Aceh;97.14411992430;3.41027082207
Tapaktuan;Aceh Selatan;Aceh;97.21996277400;3.28623081335
Trumon;Aceh Selatan;Aceh;97.70877192500;2.64388693045
Pasi Raja;Aceh Selatan;Aceh;97.29380147100;3.20977004626
Labuhan Haji Timur;Aceh Selatan;Aceh;97.08466137730;3.59541645771
Labuhan Haji Barat;Aceh Selatan;Aceh;97.03739801150;3.62694263491
Kluet Tengah;Aceh Selatan;Aceh;97.33593032260;3.40900274117
Kluet Timur;Aceh Selatan;Aceh;97.46046138580;3.21315623437
Bakongan Timur;Aceh Selatan;Aceh;97.55849593550;2.91061042798
Trumon Timur;Aceh Selatan;Aceh;97.80472649740;2.88676295817
Kota Bahagia;Aceh Selatan;Aceh;97.55699204940;3.01585589404
Trumon Tengah;Aceh Selatan;Aceh;97.65793955040;2.90039629689
Lawe Alas;Aceh Tenggara;Aceh;97.61788405620;3.42850205247
Lawe Sigala-Gala;Aceh Tenggara;Aceh;97.93639112050;3.35263172021
Bambel;Aceh Tenggara;Aceh;97.88449866520;3.45122496489
Babussalam;Aceh Tenggara;Aceh;97.63742407670;3.49051539000
Badar;Aceh Tenggara;Aceh;97.81883299290;3.59376911633
Babul Makmur;Aceh Tenggara;Aceh;97.96825324140;3.31279584395
Darul Hasanah;Aceh Tenggara;Aceh;97.62656258860;3.55760966134
Lawe Bulan;Aceh Tenggara;Aceh;97.86966928050;3.50045563011
Bukit Tusam;Aceh Tenggara;Aceh;97.89023873590;3.42434992354
Semadam;Aceh Tenggara;Aceh;97.90198045520;3.40108295545
Babul Rahmah;Aceh Tenggara;Aceh;97.69553386040;3.30541306306
Ketambe;Aceh Tenggara;Aceh;97.54858409660;3.66219521209
Deleng Pokhkisen;Aceh Tenggara;Aceh;97.85766494930;3.53307697684
Lawe Sumur;Aceh Tenggara;Aceh;97.89038348600;3.47440321149
Tanoh Alas;Aceh Tenggara;Aceh;97.67194831040;3.35580263571
Leuser;Aceh Tenggara;Aceh;97.73595357920;3.12045379548
Darul Aman;Aceh Timur;Aceh;97.70309318650;4.96901461651
Julok;Aceh Timur;Aceh;97.60059261030;5.03708399424
Idi Rayeuk;Aceh Timur;Aceh;97.75775648320;4.95447075783
Birem Bayeun;Aceh Timur;Aceh;97.87039277790;4.48232160300
Serbajadi;Aceh Timur;Aceh;97.45044501460;4.42030101615
Nurussalam;Aceh Timur;Aceh;97.66013437900;4.96531571674
Peureulak;Aceh Timur;Aceh;97.85224385730;4.77143677816
Rantau Selamat;Aceh Timur;Aceh;97.83954802130;4.60975599569
Simpang Ulim;Aceh Timur;Aceh;97.58069307380;5.11164881061
Ranto Peureulak;Aceh Timur;Aceh;97.73836972900;4.74832598083
Pante Bidari;Aceh Timur;Aceh;97.45166930880;4.83208302558
Madat;Aceh Timur;Aceh;97.51838418050;5.16795918996
Indra Makmu;Aceh Timur;Aceh;97.58479434630;4.85931233046
Idi Tunong;Aceh Timur;Aceh;97.72755272780;4.87309301126
Banda Alam;Aceh Timur;Aceh;97.65542859430;4.81336976441
Peudawa;Aceh Timur;Aceh;97.82269199460;4.88547611555
Peureulak Timur;Aceh Timur;Aceh;97.88495279220;4.71945416761
Peureulak Barat;Aceh Timur;Aceh;97.85769217920;4.85251585290
Sungai Raya;Aceh Timur;Aceh;97.88342931190;4.66829570932
Simpang Jernih;Aceh Timur;Aceh;97.66862751970;4.36831317608
Darul Ihsan;Aceh Timur;Aceh;97.76018091790;4.88670732985
Darul Falah;Aceh Timur;Aceh;97.64252046540;5.01041786060
Idi Timur;Aceh Timur;Aceh;97.79123464690;4.89443184215
Peunaron;Aceh Timur;Aceh;97.56756373530;4.62879656216
Linge;Aceh Tengah;Aceh;97.07231116580;4.38328860917
Silih Nara;Aceh Tengah;Aceh;96.72015150630;4.62620637694
Bebesen;Aceh Tengah;Aceh;96.81074346600;4.63753741741
Pegasing;Aceh Tengah;Aceh;96.74473167960;4.50583674910
Bintang;Aceh Tengah;Aceh;97.07578418630;4.54155643545
Ketol;Aceh Tengah;Aceh;96.60998147790;4.80520961794
Kebayakan;Aceh Tengah;Aceh;96.87211589640;4.64896315629
Kute Panang;Aceh Tengah;Aceh;96.77118615590;4.68683914889
Celala;Aceh Tengah;Aceh;96.69438266740;4.55890783403
Laut Tawar;Aceh Tengah;Aceh;96.88470341410;4.57632464256
Atu Lintang;Aceh Tengah;Aceh;96.77934587830;4.43923067637
Jagong Jeget;Aceh Tengah;Aceh;96.73742835250;4.36698582014
Bies;Aceh Tengah;Aceh;96.79105573870;4.60924636987
Rusip Antara;Aceh Tengah;Aceh;96.46842914500;4.68875616446
Johan Pahlawan;Aceh Barat;Aceh;96.11806754850;4.18639134480
Kaway Xvi;Aceh Barat;Aceh;96.21049223010;4.27231126168
Kaway XVI;Aceh Barat;Aceh;96.21895228710;4.27322922646
Sungai Mas;Aceh Barat;Aceh;96.21463246580;4.61298064610
Woyla;Aceh Barat;Aceh;96.08822293020;4.39101367724
Samatiga;Aceh Barat;Aceh;96.05883068070;4.24994527142
Bubon;Aceh Barat;Aceh;96.11652154360;4.30396917593
Arongan Lambalek;Aceh Barat;Aceh;95.94815802460;4.35979444730
Pante Ceureumen;Aceh Barat;Aceh;96.32759562270;4.48830013437
Meureubo;Aceh Barat;Aceh;96.21055867580;4.16897062553
Woyla Barat;Aceh Barat;Aceh;95.99431403030;4.40273229637
Woyla Timur;Aceh Barat;Aceh;96.09638690910;4.46158504791
Panton Reu;Aceh Barat;Aceh;96.20660294870;4.43502926460
Lhoong;Aceh Besar;Aceh;95.28692457800;5.26085510901
Lhoknga;Aceh Besar;Aceh;95.26203111900;5.47193072093
Indrapuri;Aceh Besar;Aceh;95.45858520050;5.41730224034
Seulimeum;Aceh Besar;Aceh;95.63178433820;5.47139459219
Montasik;Aceh Besar;Aceh;95.45920243350;5.49165218859
Sukamakmur;Aceh Besar;Aceh;95.36306539540;5.43166270982
Darul Imarah;Aceh Besar;Aceh;95.31382602230;5.50645998882
Peukan Bada;Aceh Besar;Aceh;95.23239990400;5.54033258660
Mesjid Raya;Aceh Besar;Aceh;95.50886579600;5.59328216990
Ingin Jaya;Aceh Besar;Aceh;95.37227867600;5.50889669744
Kuta Baro;Aceh Besar;Aceh;95.42718732690;5.55570248803
Darussalam;Aceh Besar;Aceh;95.41806863880;5.59365267808
Pulo Aceh;Aceh Besar;Aceh;95.09083619190;5.68291403269
Lembah Seulawah;Aceh Besar;Aceh;95.70741218850;5.36806272507
Kota Jantho;Aceh Besar;Aceh;95.68340333030;5.19012810846
Kuta Cot Glie;Aceh Besar;Aceh;95.47671712640;5.32838485203
Kuta Malaka;Aceh Besar;Aceh;95.39035606330;5.42390099993
Simpang Tiga;Aceh Besar;Aceh;95.34352034290;5.44938671192
Darul Kamal;Aceh Besar;Aceh;95.32334080500;5.46811397936
Baitussalam;Aceh Besar;Aceh;95.39544965010;5.60708376897
Krueng Barona Jaya;Aceh Besar;Aceh;95.36310069520;5.54873528180
Leupung;Aceh Besar;Aceh;95.30901949370;5.34598573885
Blang Bintang;Aceh Besar;Aceh;95.44236816990;5.52264475079
Batee;Pidie;Aceh;95.88950018480;5.42550655815
Delima;Pidie;Aceh;95.90045400150;5.33876981149
Geumpang;Pidie;Aceh;96.28912876210;4.81680872634
Glumpang Tiga;Pidie;Aceh;96.02732196760;5.22608328839
Indrajaya;Pidie;Aceh;95.93828229360;5.31270374164
Kembang Tanjong;Pidie;Aceh;96.03883524350;5.31244737554
Kota Sigli;Pidie;Aceh;95.95732638570;5.38778343575
Mila;Pidie;Aceh;95.88681015250;5.28553024598
Muara Tiga;Pidie;Aceh;95.80600254540;5.50353185928
Mutiara;Pidie;Aceh;95.97330734630;5.28721471153
Padang Tiji;Pidie;Aceh;95.81760529390;5.35107964064
Peukan Baro;Pidie;Aceh;95.96506560110;5.32108642080
Pidie;Pidie;Aceh;95.93715178810;5.37472666221
Sakti;Pidie;Aceh;95.92321834490;5.24857996863
Simpang Tiga;Pidie;Aceh;95.99437823360;5.33930179413
Tangse;Pidie;Aceh;95.93251138470;5.02571587386
Tiro/Truseb;Pidie;Aceh;95.98389500980;5.13920848614
Keumala;Pidie;Aceh;95.86419630570;5.21862312679
Mutiara Timur;Pidie;Aceh;95.98923188770;5.24871742026
Grong-grong;Pidie;Aceh;95.89735500120;5.37730690386
Grong-Grong;Pidie;Aceh;95.90073195730;5.37166420789
Mane;Pidie;Aceh;96.12240951560;4.90542507673
Glumpang Baro;Pidie;Aceh;96.03583288240;5.28416061208
Titeue;Pidie;Aceh;95.91026735400;5.20482598253
Baktiya;Aceh Utara;Aceh;97.41075116120;5.08098147644
Dewantara;Aceh Utara;Aceh;97.00790284960;5.23410670998
Kuta Makmur;Aceh Utara;Aceh;97.04115042520;5.07797052341
Lhoksukon;Aceh Utara;Aceh;97.36409290450;5.03046621829
Matangkuli;Aceh Utara;Aceh;97.27137599250;5.02909126599
Muara Batu;Aceh Utara;Aceh;96.94984212140;5.24033886206
Meurah Mulia;Aceh Utara;Aceh;97.19417497600;5.05147944379
Samudera;Aceh Utara;Aceh;97.22879436400;5.11383009865
Seunuddon;Aceh Utara;Aceh;97.41588380440;5.19425308732
Syamtalira Aron;Aceh Utara;Aceh;97.25717930010;5.10213779054
Syamtalira Bayu;Aceh Utara;Aceh;97.17919148930;5.08319790281
Tanah Luas;Aceh Utara;Aceh;97.11527661150;4.97827987967
Tanah Pasir;Aceh Utara;Aceh;97.26591497180;5.13147177989
T. Jambo Aye;Aceh Utara;Aceh;97.46387930760;5.09582494498
Sawang;Aceh Utara;Aceh;96.88822556780;5.04900615453
Nisam;Aceh Utara;Aceh;97.00758432690;5.16686038253
Cot Girek;Aceh Utara;Aceh;97.34891940190;4.87075203722
Langkahan;Aceh Utara;Aceh;97.44326147070;4.90675860961
Baktiya Barat;Aceh Utara;Aceh;97.34629249200;5.12936973221
Paya Bakong;Aceh Utara;Aceh;97.15935314660;4.92636880185
Nibong;Aceh Utara;Aceh;97.22122317770;5.04234835436
Simpang Kramat;Aceh Utara;Aceh;97.08229235260;5.04556000499
Lapang;Aceh Utara;Aceh;97.29404748710;5.14452618442
Pirak Timur;Aceh Utara;Aceh;97.28376465490;4.98499415380
Geuredong Pase;Aceh Utara;Aceh;97.03453564870;4.96953692140
Banda Baro;Aceh Utara;Aceh;96.97182105720;5.18310240057
Nisam Antara;Aceh Utara;Aceh;96.95084766070;5.01331492106
Simeulue Tengah;Simeulue;Aceh;96.04062191020;2.59854718512
Salang;Simeulue;Aceh;95.85782161600;2.67463061285
Teupah Barat;Simeulue;Aceh;96.22072207430;2.46844041125
Simeulue Timur;Simeulue;Aceh;96.32052983150;2.52203289948
Teluk Dalam;Simeulue;Aceh;96.13186868420;2.63652150605
Simeulue Barat;Simeulue;Aceh;95.94476642590;2.76972058293
Teupah Selatan;Simeulue;Aceh;96.50217610140;2.30276552870
Alafan;Simeulue;Aceh;95.68424112930;2.83151117722
Teupah Tengah;Simeulue;Aceh;96.34608831070;2.42559078245
Simeulue Cut;Simeulue;Aceh;95.94127185790;2.60407664618
Pulau Banyak;Aceh Singkil;Aceh;97.39268998420;2.23124011789
Simpang Kanan;Aceh Singkil;Aceh;98.03883344670;2.44313289409
Singkil;Aceh Singkil;Aceh;97.80484192450;2.33381646142
Gunung Meriah;Aceh Singkil;Aceh;97.96673923010;2.38243027488
Kota Baharu;Aceh Singkil;Aceh;97.83325954260;2.45298158959
Singkil Utara;Aceh Singkil;Aceh;97.96421768140;2.27993381667
Danau Paris;Aceh Singkil;Aceh;98.11021049010;2.30071707162
Suro Makmur;Aceh Singkil;Aceh;98.02994124980;2.51716915227
Singkohor;Aceh Singkil;Aceh;97.92619347030;2.49739888011
Kuala Baru;Aceh Singkil;Aceh;97.72663277370;2.36707891798
Pulau Banyak Barat;Aceh Singkil;Aceh;97.22534019630;2.15369520714
Samalanga;Bireuen;Aceh;96.35355307390;5.10584495121
Jeunieb;Bireuen;Aceh;96.47999770290;5.07508796968
Peudada;Bireuen;Aceh;96.56778153910;5.06794079121
Jeumpa;Bireuen;Aceh;96.65279415320;5.14496981904
Peusangan;Bireuen;Aceh;96.77290816280;5.19886612827
Makmur;Bireuen;Aceh;96.85501599570;5.14912810705
Gandapura;Bireuen;Aceh;96.88301851590;5.22510875220
Pandrah;Bireuen;Aceh;96.44270184900;5.06808004037
Juli;Bireuen;Aceh;96.66942675510;5.06160314083
Jangka;Bireuen;Aceh;96.80020861510;5.24870928443
Simpang Mamplam;Bireuen;Aceh;96.40907070140;5.08785721331
Peulimbang;Bireuen;Aceh;96.50803976610;5.04053186790
Kota Juang;Bireuen;Aceh;96.71391689420;5.19185465480
Kuala;Bireuen;Aceh;96.71827570580;5.23107243908
Peusangan Siblah Krueng;Bireuen;Aceh;96.80543783570;5.11909558794
Peusangan Selatan;Bireuen;Aceh;96.77509405220;5.05643093194
Kuta Blang;Bireuen;Aceh;96.83562115150;5.20828686885
Blangpidie;Aceh Barat Daya;Aceh;97.00084278440;3.80664818117
Tangan-Tangan;Aceh Barat Daya;Aceh;96.93301584690;3.68199690443
Manggeng;Aceh Barat Daya;Aceh;97.02032956600;3.67200238101
Susoh;Aceh Barat Daya;Aceh;96.81784734820;3.72722646504
Kuala Batee;Aceh Barat Daya;Aceh;96.77790826660;3.83168474487
Babah Rot;Aceh Barat Daya;Aceh;96.70849188810;3.91017788335
Setia;Aceh Barat Daya;Aceh;96.89039636720;3.71704284968
Jeumpa;Aceh Barat Daya;Aceh;96.93385279190;3.86021834127
Lembah Sabil;Aceh Barat Daya;Aceh;97.01178774800;3.63324387621
Blangkejeren;Gayo Lues;Aceh;97.37992389370;3.93172016657
Kutapanjang;Gayo Lues;Aceh;97.23033467630;3.86665263558
Rikit Gaib;Gayo Lues;Aceh;97.32298807190;4.13045659944
Terangun;Gayo Lues;Aceh;96.92057189670;4.04687672827
Pining;Gayo Lues;Aceh;97.66634442980;4.01427679661
Blangpegayon;Gayo Lues;Aceh;97.28779549640;3.82925280490
Puteri Betung;Gayo Lues;Aceh;97.53491744590;3.79490251645
Dabun Gelang;Gayo Lues;Aceh;97.53085964660;3.96582261840
Blangjerango;Gayo Lues;Aceh;97.17210853170;3.93962899308
Teripe Jaya;Gayo Lues;Aceh;96.95120766340;4.16725489192
Pantan Cuaca;Gayo Lues;Aceh;97.15938932710;4.16783146393
Teunom;Aceh Jaya;Aceh;95.85354395770;4.49327279401
Krueng Sabee;Aceh Jaya;Aceh;95.77279022330;4.77690197727
Setia Bakti;Aceh Jaya;Aceh;95.64626797840;4.82530654355
Sampoi Niet;Aceh Jaya;Aceh;95.52481257790;4.94102112209
Jaya;Aceh Jaya;Aceh;95.46760541490;5.14330736901
Panga;Aceh Jaya;Aceh;95.81229048580;4.62756631056
Indra Jaya;Aceh Jaya;Aceh;95.43436995520;5.02217593059
Darul Hikmah;Aceh Jaya;Aceh;95.61412047770;4.91417177373
Pasie Raya;Aceh Jaya;Aceh;95.94328457870;4.60445945198
Kuala;Nagan Raya;Aceh;96.29453053680;4.09245368406
Seunagan;Nagan Raya;Aceh;96.30084843620;4.23221348613
Seunagan Timur;Nagan Raya;Aceh;96.37164770360;4.33586897438
Beutong;Nagan Raya;Aceh;96.50160048880;4.29318261646
Darul Makmur;Nagan Raya;Aceh;96.59973181150;4.04122046207
Suka Makmue;Nagan Raya;Aceh;96.32768099240;4.18454008136
Kuala Pesisir;Nagan Raya;Aceh;96.26227415900;4.05159111831
Tadu Raya;Nagan Raya;Aceh;96.39757184000;4.06774578757
Tripa Makmur;Nagan Raya;Aceh;96.41096583050;3.92810467573
Beutong Ateuh Banggalang;Nagan Raya;Aceh;96.58693941140;4.47389855648
Manyak Payed;Aceh Tamiang;Aceh;98.05618318850;4.44069229949
Bendahara;Aceh Tamiang;Aceh;98.18241706320;4.41483252985
Karang Baru;Aceh Tamiang;Aceh;98.02913344820;4.33995679589
Seruway;Aceh Tamiang;Aceh;98.20706512740;4.34708848687
Kota Kualasinpang;Aceh Tamiang;Aceh;98.06250935670;4.28589647127
Kejuruan Muda;Aceh Tamiang;Aceh;98.02413344300;4.19407662009
Tamiang Hulu;Aceh Tamiang;Aceh;97.85330695520;4.16407921667
Rantau;Aceh Tamiang;Aceh;98.10622323020;4.30460682485
Banda Mulia;Aceh Tamiang;Aceh;98.14280256560;4.44887215899
Bandar Pusaka;Aceh Tamiang;Aceh;97.86653215280;4.27871781066
Tenggulun;Aceh Tamiang;Aceh;97.95165636960;4.02206754325
Sekerak;Aceh Tamiang;Aceh;97.90969400740;4.32538833042
Pintu Rime Gayo;Bener Meriah;Aceh;96.72382703060;4.89640460824
Permata;Bener Meriah;Aceh;96.93338484430;4.83521950806
Syiah Utama;Bener Meriah;Aceh;97.15744465730;4.73054088447
Bandar;Bener Meriah;Aceh;96.93893242960;4.71579020617
Bukit;Bener Meriah;Aceh;96.87605689520;4.72159876179
Wih Pesam;Bener Meriah;Aceh;96.79189956490;4.72508229415
Timang Gajah;Bener Meriah;Aceh;96.75330471580;4.76467725933
Bener Kelipah;Bener Meriah;Aceh;96.92027837980;4.77109713443
Mesidah;Bener Meriah;Aceh;97.05489022870;4.81188729481
Gajah Putih;Bener Meriah;Aceh;96.78222690390;4.81239180821
Meureudu;Pidie Jaya;Aceh;96.19636772960;5.16047087658
Ulim;Pidie Jaya;Aceh;96.27423134040;5.18912144415
Jangka Buya;Pidie Jaya;Aceh;96.32333246620;5.22129272633
Bandar Dua;Pidie Jaya;Aceh;96.30611468480;5.11140904316
Meurah Dua;Pidie Jaya;Aceh;96.26510009920;5.05683172787
Bandar Baru;Pidie Jaya;Aceh;96.09071443360;5.18475984220
Panteraja;Pidie Jaya;Aceh;96.14581909170;5.25634353906
Trienggadeng;Pidie Jaya;Aceh;96.17753994450;5.21805499906
Baiturrahman;Kota Banda Aceh;Aceh;95.31917252380;5.54535373513
Kuta Alam;Kota Banda Aceh;Aceh;95.32923687130;5.57185984650
Meuraxa;Kota Banda Aceh;Aceh;95.29389371440;5.55632232282
Syiah Kuala;Kota Banda Aceh;Aceh;95.34949466990;5.58381807267
Lueng Bata;Kota Banda Aceh;Aceh;95.33504376340;5.54001262047
Kuta Raja;Kota Banda Aceh;Aceh;95.31454863320;5.56864134421
Banda Raya;Kota Banda Aceh;Aceh;95.31484522850;5.52767754095
Jaya Baru;Kota Banda Aceh;Aceh;95.29599501290;5.53601743486
Ulee Kareng;Kota Banda Aceh;Aceh;95.34840388500;5.54798150001
Sukakarya;Kota Sabang;Aceh;95.32119066330;5.87290349934
Sukajaya;Kota Sabang;Aceh;95.34402991630;5.84183293833
Sukamakmue;Kota Sabang;Aceh;95.25413717390;5.87862916056
Muara Dua;Kota Lhokseumawe;Aceh;97.12619078540;5.16086008672
Banda Sakti;Kota Lhokseumawe;Aceh;97.13414779780;5.18968675565
Blang Mangat;Kota Lhokseumawe;Aceh;97.13435966510;5.12362845654
Muara Satu;Kota Lhokseumawe;Aceh;97.07169584100;5.20324946690
Langsa Timur;Kota Langsa;Aceh;98.02941405740;4.47460304006
Langsa Barat;Kota Langsa;Aceh;98.00358869610;4.51314278358
Langsa Kota;Kota Langsa;Aceh;97.97649537310;4.47158345044
Langsa Lama;Kota Langsa;Aceh;97.96022306590;4.44724055879
Langsa Baro;Kota Langsa;Aceh;97.92013063510;4.48977159873
Simpang Kiri;Kota Subulussalam;Aceh;98.00698178320;2.71251173395
Penanggalan;Kota Subulussalam;Aceh;98.04934861740;2.64540120934
Rundeng;Kota Subulussalam;Aceh;97.85076370170;2.70203048701
Sultan Daulat;Kota Subulussalam;Aceh;97.93493495220;2.84026598218
Longkib;Kota Subulussalam;Aceh;97.88463141770;2.57626331767
;;Sumatera Utara;98.58401988700;1.65915578446
Barus;Tapanuli Tengah;Sumatera Utara;98.41288019650;2.02434442351
Sorkam;Tapanuli Tengah;Sumatera Utara;98.63754700440;1.91781924830
Pandan;Tapanuli Tengah;Sumatera Utara;98.84496189080;1.69104202087
Pinangsori;Tapanuli Tengah;Sumatera Utara;98.86722025800;1.55371287144
Manduamas;Tapanuli Tengah;Sumatera Utara;98.20107704290;2.12886301358
Kolang;Tapanuli Tengah;Sumatera Utara;98.70780221380;1.86964918442
Tapian Nauli;Tapanuli Tengah;Sumatera Utara;98.62463979000;1.70480536452
Sibabangun;Tapanuli Tengah;Sumatera Utara;98.99738711790;1.58430191237
Sosorgadong;Tapanuli Tengah;Sumatera Utara;98.52306856450;2.00892514866
Sorkam Barat;Tapanuli Tengah;Sumatera Utara;98.56369559790;1.91818973876
Sirandorung;Tapanuli Tengah;Sumatera Utara;98.32700014490;2.10714579748
Andam Dewi;Tapanuli Tengah;Sumatera Utara;98.40864045460;2.05647706597
Sitahuis;Tapanuli Tengah;Sumatera Utara;98.80768172980;1.81183464513
Tukka;Tapanuli Tengah;Sumatera Utara;98.91565537820;1.69817086490
Badiri;Tapanuli Tengah;Sumatera Utara;98.83402620530;1.57895784151
Pasaribu Tobing;Tapanuli Tengah;Sumatera Utara;98.62147354340;1.98480930205
Barus Utara;Tapanuli Tengah;Sumatera Utara;98.43795796700;2.05016021272
Suka Bangun;Tapanuli Tengah;Sumatera Utara;98.92856817100;1.45408386717
Lumut;Tapanuli Tengah;Sumatera Utara;98.88308936150;1.51939709193
Sarudik;Tapanuli Tengah;Sumatera Utara;98.83172252800;1.73598683393
Tarutung;Tapanuli Utara;Sumatera Utara;98.98170276150;2.02696960176
Siatas Barita;Tapanuli Utara;Sumatera Utara;99.04012413530;2.00731466367
Adian Koting;Tapanuli Utara;Sumatera Utara;98.90272240830;1.87261443362
Sipoholon;Tapanuli Utara;Sumatera Utara;98.91569383060;2.07376943281
Pahae Julu;Tapanuli Utara;Sumatera Utara;99.05663233150;1.87978791727
Pahae Jae;Tapanuli Utara;Sumatera Utara;99.10899345890;1.82169945365
Simangumban;Tapanuli Utara;Sumatera Utara;99.20701005030;1.76998889163
Purba Tua;Tapanuli Utara;Sumatera Utara;99.06361744890;1.72197781288
Siborong-Borong;Tapanuli Utara;Sumatera Utara;99.04811768720;2.21368405124
Pagaran;Tapanuli Utara;Sumatera Utara;98.88056500080;2.18512567998
Parmonangan;Tapanuli Utara;Sumatera Utara;98.78507436560;2.05501697380
Sipahutar;Tapanuli Utara;Sumatera Utara;99.13690384240;2.13925780270
Pangaribuan;Tapanuli Utara;Sumatera Utara;99.20755675390;1.96187632696
Garoga;Tapanuli Utara;Sumatera Utara;99.35414389660;2.02890553923
Muara;Tapanuli Utara;Sumatera Utara;98.92743872590;2.34400400176
Angkola Barat;Tapanuli Selatan;Sumatera Utara;99.16380202210;1.41900174875
Batang Toru;Tapanuli Selatan;Sumatera Utara;99.08849592980;1.56271797466
Angkola Timur;Tapanuli Selatan;Sumatera Utara;99.32559807910;1.47466201960
Sipirok;Tapanuli Selatan;Sumatera Utara;99.30365443920;1.60077159316
Saipar Dolok Hole;Tapanuli Selatan;Sumatera Utara;99.41882952420;1.81750444078
Angkola Selatan;Tapanuli Selatan;Sumatera Utara;99.15371530830;1.23674154752
Batang Angkola;Tapanuli Selatan;Sumatera Utara;99.28528347750;1.23174472453
Arse;Tapanuli Selatan;Sumatera Utara;99.35976601240;1.69822988736
Marancar;Tapanuli Selatan;Sumatera Utara;99.16855700220;1.51477576275
Sayur Matinggi;Tapanuli Selatan;Sumatera Utara;99.35489034090;1.14117627672
Aek Bilah;Tapanuli Selatan;Sumatera Utara;99.50456266730;1.99161889642
Muara Batang Toru;Tapanuli Selatan;Sumatera Utara;98.90321596790;1.38294145139
Tano Tombangan Angkola;Tapanuli Selatan;Sumatera Utara;99.38458294480;1.04975617868
Angkola Sangkunur;Tapanuli Selatan;Sumatera Utara;99.03815940070;1.36594862719
Angkola Muara Tais;Tapanuli Selatan;Sumatera Utara;99.30579824210;1.31579482898
Hiliduho;Nias;Sumatera Utara;97.52602815290;1.23974973699
Gido;Nias;Sumatera Utara;97.73040572090;1.11672404544
Idanogawo;Nias;Sumatera Utara;97.78305769270;1.04846268655
Bawolato;Nias;Sumatera Utara;97.87688705110;0.98295581362
Hiliserangkai;Nias;Sumatera Utara;97.60359057890;1.15406859864
Botomuzoi;Nias;Sumatera Utara;97.53974817470;1.16957721717
Ulugawo;Nias;Sumatera Utara;97.72792409180;0.97595513326
Ma'U;Nias;Sumatera Utara;97.64531072090;1.05780696504
Somolo-Molo;Nias;Sumatera Utara;97.67897619250;1.03632326827
Sogae'Adu;Nias;Sumatera Utara;97.74234244670;1.07980129773
Bahorok;Langkat;Sumatera Utara;98.08300376190;3.45699823033
Salapian;Langkat;Sumatera Utara;98.31488834160;3.42729488117
Kuala;Langkat;Sumatera Utara;98.38912373690;3.44866526592
Sei Bingai;Langkat;Sumatera Utara;98.44608901710;3.39025026306
Binjai;Langkat;Sumatera Utara;98.46232772180;3.66416021545
Selesai;Langkat;Sumatera Utara;98.39060297250;3.60992852375
Stabat;Langkat;Sumatera Utara;98.45957223570;3.73288297386
Wampu;Langkat;Sumatera Utara;98.33760758910;3.70287546191
Secanggang;Langkat;Sumatera Utara;98.55363136630;3.86179525090
Hinai;Langkat;Sumatera Utara;98.42722536400;3.83701446716
Tanjung Pura;Langkat;Sumatera Utara;98.47737653830;3.96262413665
Padang Tualang;Langkat;Sumatera Utara;98.32473438510;3.80356244685
Gebang;Langkat;Sumatera Utara;98.37785021830;3.97971334578
Babalan;Langkat;Sumatera Utara;98.33896171150;4.02793371601
Pangkalan Susu;Langkat;Sumatera Utara;98.19851777000;4.15468522745
Besitang;Langkat;Sumatera Utara;98.08296442080;4.02136194982
Sei Lepan;Langkat;Sumatera Utara;98.11041624750;3.88864993415
Berandan Barat;Langkat;Sumatera Utara;98.25284050440;4.02530830987
Batang Serangan;Langkat;Sumatera Utara;98.05103894900;3.69667848377
Sawit Seberang;Langkat;Sumatera Utara;98.24651347380;3.82235012536
Sirapit;Langkat;Sumatera Utara;98.30512983980;3.57603084989
Kutambaru;Langkat;Sumatera Utara;98.27073560050;3.34528855883
